Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition,Hire_Year,Salary_Bracket,Age_Group,High_Performer,Engagement_Score,Promotion_Rate,Overtime_Intensity,Cluster
EMP02204,2009-10-19,49.0,Female,Widowed,Region III,Master,Sales,Project-based,Night,7.3,44000.0,5.0,Outstanding,62.0,5,16,77.0,6.6,7.0,2,0,0,2009,High,Senior (46+),1,6.8,0.273972602739726,Moderate,3
EMP01835,2012-10-03,58.0,Female,Separated,Region III,Bachelor,Finance,Contractual,Morning,17.9,50000.0,4.8,Outstanding,60.0,7,15,72.0,4.7,6.2,6,3,0,2012,High,Senior (46+),1,5.45,0.335195530726257,Moderate,1
EMP02867,2020-07-14,49.0,Male,Married,Region IV-A,Vocational,Operations,Contractual,Afternoon,8.8,30000.0,3.6,Exceeds Expectations,57.0,8,27,19.0,5.1,2.9,2,2,0,2020,Medium,Senior (46+),0,4.0,0.22727272727272727,High,3
EMP03497,2008-09-15,51.0,Male,Single,Region III,Bachelor,HR,Regular,Graveyard,23.0,46000.0,2.6,Meets Expectations,38.0,11,10,30.0,2.5,5.4,4,1,0,2008,High,Senior (46+),0,3.95,0.17391304347826086,Low,3
EMP03011,2018-04-02,36.0,Male,Single,NCR,Master,Operations,Project-based,Graveyard,3.9,38000.0,3.6,Exceeds Expectations,46.0,12,26,6.0,6.2,3.7,1,4,1,2018,Medium,Mid-Career (31-45),0,4.95,0.25641025641025644,High,3
EMP01341,2013-07-09,40.0,Female,Married,Region III,Vocational,Finance,Contractual,Graveyard,10.4,47500.0,1.0,Needs Improvement,11.0,18,14,36.0,2.7,2.2,0,0,1,2013,High,Mid-Career (31-45),0,2.45,0.0,Moderate,2
EMP05629,2021-04-26,32.0,Male,Single,NCR,Bachelor,IT,Contractual,Graveyard,4.8,52000.0,1.5,Needs Improvement,32.0,17,25,6.0,2.0,3.7,1,0,1,2021,High,Mid-Career (31-45),0,2.85,0.20833333333333334,High,3
EMP02602,2008-08-03,48.0,Female,Single,Region III,Master,Sales,Contractual,Graveyard,7.3,42500.0,2.6,Meets Expectations,34.0,12,20,47.0,4.2,2.7,1,0,1,2008,High,Senior (46+),0,3.45,0.136986301369863,Moderate,3
EMP04906,2015-03-21,33.0,Female,Married,Region IV-A,Bachelor,Finance,Regular,Morning,21.4,57500.0,3.6,Exceeds Expectations,39.0,9,25,28.0,5.4,2.9,5,1,0,2015,High,Mid-Career (31-45),0,4.15,0.23364485981308414,High,1
EMP05719,2010-09-08,48.0,Male,Single,Region IV-A,Vocational,Finance,Project-based,Afternoon,11.9,45000.0,4.0,Exceeds Expectations,42.0,11,7,37.0,3.5,6.3,3,1,1,2010,High,Senior (46+),1,4.9,0.25210084033613445,Low,3
EMP01481,2014-11-05,58.0,Female,Married,NCR,Bachelor,IT,Contractual,Graveyard,19.1,59000.0,3.0,Meets Expectations,31.0,13,3,10.0,4.4,5.3,6,2,1,2014,High,Senior (46+),0,4.85,0.31413612565445026,Low,1
EMP03866,2019-09-10,58.0,Female,Single,NCR,Master,HR,Regular,Afternoon,30.0,57500.0,4.0,Exceeds Expectations,39.0,8,5,5.0,2.9,6.7,8,0,0,2019,High,Senior (46+),1,4.8,0.26666666666666666,Low,1
EMP05563,2018-12-18,58.0,Female,Married,Region VII,Bachelor,Customer Service,Regular,Afternoon,27.5,46000.0,4.0,Exceeds Expectations,45.0,14,25,300.0,1.1,6.2,7,1,0,2018,High,Senior (46+),1,3.6500000000000004,0.2545454545454545,High,3
EMP05487,2017-01-14,58.0,Male,Single,Region VII,High School,Operations,Project-based,Morning,10.9,28000.0,2.9,Meets Expectations,26.0,10,23,247.0,4.5,4.0,3,1,1,2017,Medium,Senior (46+),0,4.25,0.27522935779816515,High,3
EMP05663,2017-05-21,55.0,Male,Single,Region XI,Bachelor,Finance,Regular,Night,30.0,66500.0,3.6,Exceeds Expectations,44.0,19,23,300.0,5.7,4.0,7,0,0,2017,Very High,Senior (46+),0,4.85,0.23333333333333334,High,1
EMP04909,2015-03-05,42.0,Female,Married,Region VII,Master,HR,Regular,Night,18.3,53500.0,2.8,Meets Expectations,35.0,11,14,260.0,3.3,4.5,4,0,1,2015,High,Mid-Career (31-45),0,3.9,0.2185792349726776,Moderate,3
EMP05044,2014-09-14,46.0,Male,Married,Region VI,High School,IT,Regular,Afternoon,20.8,55000.0,3.8,Exceeds Expectations,39.0,18,3,300.0,2.5,5.9,5,6,1,2014,High,Senior (46+),0,4.2,0.24038461538461536,Low,3
EMP02767,2022-01-03,52.0,Female,Married,NCR,Bachelor,Marketing,Regular,Graveyard,30.0,71000.0,1.5,Needs Improvement,20.0,16,18,6.0,2.6,1.0,3,4,1,2022,Very High,Senior (46+),0,1.8,0.1,Moderate,2
EMP05772,2023-03-06,45.0,Male,Single,NCR,Master,Sales,Project-based,Morning,6.9,41500.0,4.1,Exceeds Expectations,69.0,10,15,12.0,5.6,3.7,1,0,1,2023,High,Mid-Career (31-45),1,4.65,0.14492753623188406,Moderate,3
EMP03454,2011-08-24,34.0,Female,Single,Region IV-A,Master,Sales,Regular,Graveyard,7.1,43500.0,4.8,Outstanding,51.0,11,11,22.0,3.1,3.3,2,0,1,2011,High,Mid-Career (31-45),1,3.2,0.28169014084507044,Moderate,3
EMP05237,2011-12-07,26.0,Male,Single,Region IV-A,Master,Operations,Regular,Night,3.5,44000.0,3.0,Meets Expectations,32.0,14,28,34.0,5.7,1.0,1,1,1,2011,High,Young (18-30),0,3.35,0.2857142857142857,High,3
EMP04867,2019-10-01,58.0,Male,Single,Region III,Master,Sales,Regular,Morning,19.8,51500.0,4.7,Outstanding,36.0,15,13,67.0,3.8,5.7,6,0,0,2019,High,Senior (46+),1,4.75,0.30303030303030304,Moderate,1
EMP05070,2021-02-22,57.0,Male,Married,Region XI,Vocational,Customer Service,Regular,Afternoon,27.0,42000.0,1.0,Needs Improvement,12.0,17,0,183.0,1.0,4.2,1,3,1,2021,High,Senior (46+),0,2.6,0.037037037037037035,Low,2
EMP05702,2015-06-07,44.0,Male,Single,Region IV-A,High School,Operations,Regular,Graveyard,16.6,30000.0,3.3,Meets Expectations,26.0,13,15,27.0,4.9,3.2,4,0,1,2015,Medium,Mid-Career (31-45),0,4.050000000000001,0.24096385542168672,Moderate,3
EMP04730,2023-05-26,24.0,Male,Single,Region VII,Vocational,HR,Regular,Afternoon,4.8,29000.0,4.3,Exceeds Expectations,44.0,9,17,266.0,3.3,5.5,1,5,1,2023,Medium,Young (18-30),1,4.4,0.20833333333333334,Moderate,3
EMP02272,2015-10-01,41.0,Female,Single,NCR,Vocational,Customer Service,Contractual,Morning,8.1,27000.0,4.2,Exceeds Expectations,42.0,8,15,10.0,2.3,8.6,2,0,0,2015,Medium,Mid-Career (31-45),1,5.449999999999999,0.2469135802469136,Moderate,3
EMP05099,2014-04-11,44.0,Female,Married,NCR,Bachelor,Sales,Regular,Morning,15.4,34500.0,3.9,Exceeds Expectations,49.0,12,21,7.0,4.4,7.3,4,1,0,2014,Medium,Mid-Career (31-45),0,5.85,0.2597402597402597,High,3
EMP05525,2017-02-17,41.0,Male,Separated,NCR,Bachelor,Marketing,Contractual,Graveyard,7.6,40000.0,5.0,Outstanding,53.0,8,27,13.0,7.4,5.0,2,3,1,2017,Medium,Mid-Career (31-45),1,6.2,0.2631578947368421,High,3
EMP04138,2017-10-20,31.0,Female,Married,NCR,High School,Marketing,Project-based,Graveyard,5.0,34500.0,5.0,Outstanding,59.0,30,13,7.0,5.7,2.4,1,0,1,2017,Medium,Mid-Career (31-45),1,4.05,0.2,Moderate,2
EMP05376,2010-01-16,35.0,Male,Married,NCR,Master,Finance,Regular,Night,18.2,66000.0,4.2,Exceeds Expectations,43.0,9,17,8.0,6.7,4.8,5,1,0,2010,Very High,Mid-Career (31-45),1,5.75,0.27472527472527475,Moderate,3
EMP01348,2022-09-29,46.0,Male,Married,NCR,Master,Operations,Regular,Morning,16.2,47000.0,3.5,Meets Expectations,29.0,9,28,10.0,5.6,3.3,3,4,1,2022,High,Senior (46+),0,4.449999999999999,0.1851851851851852,High,3
EMP04934,2014-07-16,48.0,Female,Single,NCR,PhD,Operations,Contractual,Night,8.2,54500.0,4.1,Exceeds Expectations,55.0,10,31,5.0,3.8,5.5,2,0,1,2014,High,Senior (46+),1,4.65,0.24390243902439027,Very High,3
EMP05648,2011-05-13,42.0,Female,Single,NCR,Bachelor,Sales,Contractual,Morning,5.7,38500.0,4.3,Exceeds Expectations,47.0,7,17,5.0,8.4,7.6,1,0,0,2011,Medium,Mid-Career (31-45),1,8.0,0.17543859649122806,Moderate,3
EMP03563,2016-11-06,50.0,Male,Widowed,Region IV-A,Bachelor,Operations,Regular,Graveyard,19.5,42000.0,4.0,Exceeds Expectations,39.0,8,32,46.0,8.3,3.9,6,0,0,2016,High,Senior (46+),1,6.1000000000000005,0.3076923076923077,Very High,1
EMP05614,2012-11-22,58.0,Male,Single,Region VII,Bachelor,Operations,Regular,Night,22.0,43000.0,2.7,Meets Expectations,52.0,10,21,300.0,4.4,4.0,4,1,0,2012,High,Senior (46+),0,4.2,0.18181818181818182,High,1
EMP02424,2016-03-28,29.0,Male,Separated,Region IV-A,Bachelor,Operations,Contractual,Night,3.8,31000.0,3.0,Meets Expectations,43.0,12,27,27.0,4.6,5.7,1,0,1,2016,Medium,Young (18-30),0,5.15,0.2631578947368421,High,3
EMP01657,2011-02-07,34.0,Female,Single,Region VI,Bachelor,Sales,Regular,Morning,14.7,33000.0,3.1,Meets Expectations,14.0,10,23,300.0,6.3,4.8,3,1,0,2011,Medium,Mid-Career (31-45),0,5.55,0.20408163265306123,High,3
EMP03103,2017-11-11,33.0,Female,Married,NCR,PhD,Operations,Contractual,Morning,4.9,52500.0,5.0,Outstanding,42.0,8,20,10.0,3.7,6.3,1,2,1,2017,High,Mid-Career (31-45),1,5.0,0.2040816326530612,Moderate,3
EMP01633,2017-07-27,31.0,Male,Single,Region III,Vocational,Finance,Project-based,Graveyard,4.4,39000.0,4.0,Exceeds Expectations,49.0,8,22,59.0,5.2,2.6,2,2,1,2017,Medium,Mid-Career (31-45),1,3.9000000000000004,0.45454545454545453,High,3
EMP04122,2011-08-23,58.0,Female,Widowed,Region XI,High School,Operations,Project-based,Afternoon,9.4,30000.0,1.0,Needs Improvement,25.0,18,31,300.0,4.2,6.7,0,2,1,2011,Medium,Senior (46+),0,5.45,0.0,Very High,2
EMP03494,2011-04-25,44.0,Female,Single,NCR,Vocational,Sales,Regular,Night,14.7,26000.0,4.3,Exceeds Expectations,44.0,7,18,8.0,3.4,6.2,4,2,0,2011,Medium,Mid-Career (31-45),1,4.8,0.272108843537415,Moderate,3
EMP03666,2019-07-23,42.0,Male,Married,Region IV-A,Bachelor,Sales,Regular,Morning,12.0,35500.0,4.2,Exceeds Expectations,28.0,8,2,24.0,6.3,4.5,3,1,0,2019,Medium,Mid-Career (31-45),1,5.4,0.25,Low,3
EMP04261,2018-09-29,58.0,Male,Single,NCR,Bachelor,Operations,Regular,Graveyard,23.1,45500.0,2.7,Meets Expectations,26.0,12,25,4.0,3.2,6.5,4,2,1,2018,High,Senior (46+),0,4.85,0.17316017316017315,High,3
EMP04713,2022-05-22,44.0,Female,Single,Region VII,Master,IT,Project-based,Afternoon,9.1,64000.0,5.0,Outstanding,50.0,5,0,177.0,8.0,4.3,3,3,1,2022,Very High,Mid-Career (31-45),1,6.15,0.32967032967032966,Low,3
EMP04353,2016-10-09,49.0,Female,Married,Region IV-A,Master,Customer Service,Contractual,Afternoon,10.8,42500.0,3.4,Meets Expectations,24.0,8,22,30.0,4.8,4.8,2,2,0,2016,High,Senior (46+),0,4.8,0.18518518518518517,High,3
EMP04140,2009-09-14,40.0,Male,Married,NCR,High School,Operations,Project-based,Graveyard,5.8,27500.0,4.2,Exceeds Expectations,43.0,30,26,11.0,5.2,4.8,1,1,1,2009,Medium,Mid-Career (31-45),1,5.0,0.1724137931034483,High,2
EMP05340,2014-04-25,58.0,Female,Separated,Region VII,Bachelor,Operations,Regular,Night,22.1,47000.0,4.5,Exceeds Expectations,50.0,7,20,166.0,7.1,4.5,6,1,0,2014,High,Senior (46+),1,5.8,0.27149321266968324,Moderate,1
EMP03501,2012-04-11,43.0,Female,Single,Region VI,Master,Customer Service,Regular,Afternoon,18.0,49500.0,3.0,Meets Expectations,32.0,10,2,300.0,1.8,3.9,3,1,1,2012,High,Mid-Career (31-45),0,2.85,0.16666666666666666,Low,3
EMP02466,2010-12-15,35.0,Male,Married,NCR,High School,Operations,Regular,Graveyard,9.3,25000.0,3.2,Meets Expectations,43.0,16,21,14.0,3.3,3.1,2,1,1,2010,Low,Mid-Career (31-45),0,3.2,0.2150537634408602,High,3
EMP03875,2022-01-15,33.0,Female,Single,Region XI,Master,Marketing,Contractual,Night,5.1,50000.0,3.0,Meets Expectations,49.0,13,19,300.0,3.7,2.0,1,0,1,2022,High,Mid-Career (31-45),0,2.85,0.19607843137254904,Moderate,3
EMP01116,2018-04-16,52.0,Female,Single,Region VII,Vocational,Customer Service,Contractual,Night,11.8,38000.0,3.0,Meets Expectations,24.0,9,29,191.0,5.6,1.2,2,1,1,2018,Medium,Senior (46+),0,3.4,0.1694915254237288,High,3
EMP02822,2017-10-26,43.0,Female,Married,Region IV-A,Bachelor,Operations,Regular,Night,13.9,31500.0,2.5,Meets Expectations,50.0,12,25,24.0,3.3,7.6,2,2,1,2017,Medium,Mid-Career (31-45),0,5.449999999999999,0.14388489208633093,High,3
EMP02495,2018-04-10,41.0,Female,Single,Region XI,Bachelor,HR,Regular,Night,24.9,48500.0,4.4,Exceeds Expectations,53.0,6,8,300.0,5.7,5.3,7,1,0,2018,High,Mid-Career (31-45),1,5.5,0.28112449799196787,Low,3
EMP03402,2011-01-02,37.0,Female,Married,Region IV-A,Bachelor,Operations,Contractual,Morning,5.6,35000.0,1.0,Needs Improvement,19.0,19,14,50.0,2.1,7.2,0,2,1,2011,Medium,Mid-Career (31-45),0,4.65,0.0,Moderate,2
EMP02233,2015-04-11,57.0,Female,Single,Region XI,Vocational,Operations,Contractual,Night,10.7,30500.0,3.3,Meets Expectations,36.0,8,18,300.0,4.7,6.3,2,0,0,2015,Medium,Senior (46+),0,5.5,0.1869158878504673,Moderate,3
EMP03662,2021-09-13,58.0,Female,Single,Region VII,Bachelor,Customer Service,Regular,Afternoon,30.0,50000.0,3.8,Exceeds Expectations,41.0,0,11,169.0,5.1,6.4,7,0,0,2021,High,Senior (46+),0,5.75,0.23333333333333334,Moderate,1
EMP04195,2010-04-26,48.0,Male,Single,Region IV-A,Bachelor,Sales,Regular,Afternoon,14.5,38000.0,3.2,Meets Expectations,40.0,9,22,24.0,1.0,4.5,3,1,1,2010,Medium,Senior (46+),0,2.75,0.20689655172413793,High,3
EMP05597,2022-07-09,58.0,Female,Separated,NCR,Master,Marketing,Project-based,Afternoon,11.5,63500.0,5.0,Outstanding,60.0,7,0,10.0,6.5,4.8,4,4,1,2022,Very High,Senior (46+),1,5.65,0.34782608695652173,Low,3
EMP02154,2018-01-06,43.0,Male,Single,NCR,Bachelor,IT,Regular,Night,24.9,67000.0,3.2,Meets Expectations,32.0,12,12,8.0,2.1,5.6,5,3,1,2018,Very High,Mid-Career (31-45),0,3.8499999999999996,0.20080321285140562,Moderate,3
EMP05353,2017-08-03,58.0,Female,Married,NCR,Bachelor,Sales,Regular,Night,21.0,44000.0,3.1,Meets Expectations,20.0,12,20,13.0,4.0,7.4,4,0,0,2017,High,Senior (46+),0,5.7,0.19047619047619047,Moderate,3
EMP01058,2021-11-14,34.0,Male,Single,NCR,Master,Operations,Contractual,Morning,5.3,46500.0,1.0,Needs Improvement,9.0,15,30,7.0,3.2,4.9,0,0,1,2021,High,Mid-Career (31-45),0,4.050000000000001,0.0,High,2
EMP04442,2016-09-18,39.0,Male,Married,Region XI,Bachelor,Finance,Regular,Night,22.9,52000.0,2.9,Meets Expectations,27.0,13,17,300.0,5.8,7.4,5,0,0,2016,High,Mid-Career (31-45),0,6.6,0.2183406113537118,Moderate,3
EMP05312,2016-06-02,31.0,Male,Married,Region IV-A,Bachelor,Customer Service,Regular,Afternoon,10.7,29000.0,2.8,Meets Expectations,44.0,10,23,42.0,2.8,4.8,2,1,1,2016,Medium,Mid-Career (31-45),0,3.8,0.1869158878504673,High,3
EMP05971,2013-11-13,57.0,Male,Widowed,Region III,PhD,Finance,Regular,Morning,30.0,91500.0,5.0,Outstanding,57.0,7,24,47.0,6.4,6.4,8,1,0,2013,Very High,Senior (46+),1,6.4,0.26666666666666666,High,1
EMP02736,2019-06-13,58.0,Female,Married,Region IV-A,Bachelor,Customer Service,Project-based,Afternoon,12.7,37000.0,3.2,Meets Expectations,33.0,9,17,55.0,4.1,6.3,3,2,1,2019,Medium,Senior (46+),0,5.199999999999999,0.2362204724409449,Moderate,3
EMP03824,2011-06-24,48.0,Female,Single,Region XI,Bachelor,Operations,Regular,Night,16.5,38000.0,4.1,Exceeds Expectations,55.0,7,24,294.0,5.6,7.1,5,0,0,2011,Medium,Senior (46+),1,6.35,0.30303030303030304,High,3
EMP03197,2014-05-28,40.0,Male,Married,Region VII,Master,Finance,Regular,Morning,20.8,80500.0,2.8,Meets Expectations,42.0,10,20,245.0,4.0,2.3,3,3,0,2014,Very High,Mid-Career (31-45),0,3.15,0.14423076923076922,Moderate,3
EMP04602,2022-01-30,38.0,Female,Separated,NCR,Vocational,HR,Regular,Morning,13.7,28500.0,3.0,Meets Expectations,46.0,10,17,12.0,7.6,6.1,2,2,0,2022,Medium,Mid-Career (31-45),0,6.85,0.14598540145985403,Moderate,3
EMP03476,2023-06-07,46.0,Female,Married,Region VII,Bachelor,Customer Service,Regular,Afternoon,20.7,46500.0,4.4,Exceeds Expectations,63.0,8,28,300.0,3.9,5.2,6,1,0,2023,High,Senior (46+),1,4.55,0.2898550724637681,High,3
EMP03565,2011-04-14,58.0,Female,Widowed,Region III,Bachelor,Sales,Contractual,Night,10.1,28500.0,4.3,Exceeds Expectations,48.0,9,16,63.0,5.7,6.3,3,5,1,2011,Medium,Senior (46+),1,6.0,0.297029702970297,Moderate,3
EMP05992,2018-10-22,41.0,Male,Married,Region VII,Bachelor,HR,Contractual,Morning,12.2,40500.0,3.9,Exceeds Expectations,52.0,11,4,300.0,4.9,7.3,3,1,0,2018,High,Mid-Career (31-45),0,6.1,0.24590163934426232,Low,3
EMP05088,2016-11-09,49.0,Female,Single,NCR,Bachelor,HR,Project-based,Night,10.3,45000.0,3.2,Meets Expectations,36.0,10,15,12.0,6.5,3.5,2,1,0,2016,High,Senior (46+),0,5.0,0.1941747572815534,Moderate,3
EMP04706,2010-04-25,58.0,Female,Married,Region IV-A,Vocational,Customer Service,Regular,Graveyard,30.0,46000.0,3.2,Meets Expectations,26.0,9,26,46.0,4.8,3.4,6,0,0,2010,High,Senior (46+),0,4.1,0.2,High,1
EMP01708,2016-11-01,58.0,Male,Married,NCR,Bachelor,Marketing,Regular,Afternoon,30.0,57000.0,3.4,Meets Expectations,53.0,9,17,12.0,5.0,6.7,6,0,0,2016,High,Senior (46+),0,5.85,0.2,Moderate,1
EMP05304,2014-08-12,57.0,Female,Separated,Region III,Vocational,HR,Regular,Morning,30.0,50000.0,4.1,Exceeds Expectations,30.0,8,21,74.0,5.4,5.0,8,4,0,2014,High,Senior (46+),1,5.2,0.26666666666666666,High,1
EMP02094,2017-11-30,58.0,Female,Single,Region I,Bachelor,Finance,Regular,Afternoon,30.0,62500.0,1.3,Needs Improvement,17.0,16,19,136.0,1.0,4.3,3,1,1,2017,Very High,Senior (46+),0,2.65,0.1,Moderate,2
EMP04611,2014-03-29,44.0,Male,Married,Region IV-A,Bachelor,HR,Project-based,Morning,8.4,32500.0,3.1,Meets Expectations,19.0,12,5,50.0,6.0,3.5,2,5,1,2014,Medium,Mid-Career (31-45),0,4.75,0.23809523809523808,Low,3
EMP02377,2021-09-06,58.0,Female,Separated,Region VII,Bachelor,Finance,Regular,Morning,30.0,67000.0,4.4,Exceeds Expectations,56.0,9,31,248.0,4.2,4.6,8,1,0,2021,Very High,Senior (46+),1,4.4,0.26666666666666666,Very High,1
EMP05939,2023-06-22,51.0,Female,Single,NCR,Bachelor,Marketing,Regular,Morning,24.0,63500.0,3.2,Meets Expectations,31.0,9,19,6.0,1.5,4.8,5,0,0,2023,Very High,Senior (46+),0,3.15,0.20833333333333334,Moderate,3
EMP01073,2018-03-03,32.0,Female,Single,Region I,Bachelor,Operations,Contractual,Afternoon,4.0,32000.0,2.9,Meets Expectations,14.0,10,24,299.0,4.8,1.8,1,1,0,2018,Medium,Mid-Career (31-45),0,3.3,0.25,High,3
EMP02923,2019-12-23,49.0,Male,Single,NCR,Vocational,IT,Contractual,Afternoon,11.7,38000.0,3.0,Meets Expectations,55.0,9,13,9.0,2.2,6.3,2,3,1,2019,Medium,Senior (46+),0,4.25,0.17094017094017094,Moderate,3
EMP04916,2023-02-06,40.0,Female,Married,Region III,Bachelor,Sales,Regular,Morning,10.2,31500.0,4.0,Exceeds Expectations,53.0,13,18,70.0,4.4,3.6,3,0,0,2023,Medium,Mid-Career (31-45),1,4.0,0.29411764705882354,Moderate,3
EMP02765,2022-06-03,29.0,Female,Married,NCR,Bachelor,Operations,Contractual,Night,3.2,28500.0,4.9,Outstanding,46.0,30,32,9.0,4.4,2.3,2,2,1,2022,Medium,Young (18-30),1,3.35,0.625,Very High,2
EMP01744,2012-06-21,28.0,Female,Single,NCR,Bachelor,Finance,Contractual,Graveyard,3.9,44500.0,3.8,Exceeds Expectations,48.0,10,17,14.0,4.9,2.5,1,4,1,2012,High,Young (18-30),0,3.7,0.25641025641025644,Moderate,3
EMP05158,2009-04-03,58.0,Female,Married,Region I,Bachelor,Customer Service,Regular,Morning,27.8,41000.0,2.5,Meets Expectations,22.0,11,28,122.0,3.5,3.6,5,1,0,2009,High,Senior (46+),0,3.55,0.17985611510791366,High,3
EMP02006,2013-12-16,33.0,Female,Single,Region VII,Master,IT,Regular,Night,13.3,72000.0,3.6,Exceeds Expectations,37.0,10,10,38.0,3.1,4.9,3,0,1,2013,Very High,Mid-Career (31-45),0,4.0,0.22556390977443608,Low,3
EMP03669,2016-12-27,50.0,Female,Single,NCR,Bachelor,Marketing,Regular,Morning,23.4,53000.0,4.5,Exceeds Expectations,40.0,17,18,10.0,5.6,6.5,7,0,0,2016,High,Senior (46+),1,6.05,0.29914529914529914,Moderate,1
EMP02191,2008-05-05,27.0,Female,Single,Region IV-A,Bachelor,Operations,Regular,Afternoon,5.7,36000.0,2.5,Meets Expectations,35.0,11,32,58.0,5.1,3.8,0,5,0,2008,Medium,Young (18-30),0,4.449999999999999,0.0,Very High,3
EMP04393,2011-09-08,38.0,Female,Married,CAR,Bachelor,Customer Service,Regular,Night,14.5,41000.0,1.2,Needs Improvement,31.0,15,16,256.0,1.0,4.8,1,0,1,2011,High,Mid-Career (31-45),0,2.9,0.06896551724137931,Moderate,2
EMP03602,2008-02-12,37.0,Male,Married,NCR,Bachelor,Operations,Contractual,Graveyard,5.1,25500.0,4.5,Outstanding,49.0,7,27,14.0,4.2,4.4,1,2,0,2008,Medium,Mid-Career (31-45),1,4.300000000000001,0.19607843137254904,High,3
EMP02126,2023-10-27,58.0,Female,Married,NCR,Bachelor,HR,Regular,Graveyard,30.0,44000.0,5.0,Outstanding,54.0,5,9,6.0,4.7,2.6,8,1,0,2023,High,Senior (46+),1,3.6500000000000004,0.26666666666666666,Low,1
EMP02242,2017-03-29,36.0,Male,Married,Region IV-A,Master,Marketing,Contractual,Afternoon,5.8,59000.0,4.0,Exceeds Expectations,57.0,9,25,38.0,5.2,4.8,2,2,1,2017,High,Mid-Career (31-45),1,5.0,0.3448275862068966,High,3
EMP03891,2014-09-22,48.0,Male,Single,Region VII,Bachelor,Sales,Regular,Night,16.0,36500.0,2.8,Meets Expectations,40.0,10,15,285.0,4.2,5.4,3,1,0,2014,Medium,Senior (46+),0,4.800000000000001,0.1875,Moderate,3
EMP05153,2013-07-23,34.0,Male,Married,Region III,Bachelor,IT,Regular,Morning,11.9,56500.0,3.5,Meets Expectations,35.0,8,0,42.0,2.6,5.4,2,0,1,2013,High,Mid-Career (31-45),0,4.0,0.1680672268907563,Low,3
EMP04489,2012-03-12,46.0,Male,Single,Region IV-A,Bachelor,Operations,Contractual,Night,9.2,32000.0,3.8,Exceeds Expectations,58.0,20,15,32.0,3.0,5.9,2,2,1,2012,Medium,Senior (46+),0,4.45,0.2173913043478261,Moderate,2
EMP01999,2012-06-08,46.0,Female,Married,Region VII,Bachelor,Legal/Compliance,Contractual,Afternoon,10.8,43500.0,2.5,Meets Expectations,15.0,13,6,300.0,4.2,6.9,1,3,1,2012,High,Senior (46+),0,5.550000000000001,0.09259259259259259,Low,3
EMP05097,2012-03-13,37.0,Male,Widowed,Region I,Bachelor,Operations,Contractual,Afternoon,5.4,28000.0,5.0,Outstanding,46.0,8,14,136.0,8.1,4.2,1,0,0,2012,Medium,Mid-Career (31-45),1,6.15,0.18518518518518517,Moderate,3
EMP03685,2021-01-23,58.0,Male,Married,Region III,Bachelor,Sales,Regular,Afternoon,19.2,43000.0,1.0,Needs Improvement,20.0,14,12,27.0,3.4,7.1,1,0,0,2021,High,Senior (46+),0,5.25,0.052083333333333336,Moderate,2
EMP02578,2015-11-20,33.0,Male,Married,NCR,Master,IT,Contractual,Afternoon,5.6,66000.0,3.3,Meets Expectations,48.0,9,21,11.0,3.9,5.5,1,2,1,2015,Very High,Mid-Career (31-45),0,4.7,0.17857142857142858,High,3
EMP05815,2016-03-22,43.0,Female,Married,Region III,Bachelor,Marketing,Regular,Graveyard,17.3,54500.0,4.2,Exceeds Expectations,28.0,7,0,23.0,4.2,5.1,5,3,0,2016,High,Mid-Career (31-45),1,4.65,0.2890173410404624,Low,3
EMP02827,2011-07-24,44.0,Male,Married,NCR,Bachelor,Operations,Regular,Afternoon,14.8,39000.0,5.0,Outstanding,45.0,11,34,9.0,8.1,3.6,5,0,0,2011,Medium,Mid-Career (31-45),1,5.85,0.33783783783783783,Very High,3
EMP04338,2017-08-27,46.0,Female,Separated,Region IV-A,Bachelor,Marketing,Regular,Night,21.1,49000.0,4.8,Outstanding,39.0,6,12,38.0,5.4,4.8,6,0,0,2017,High,Senior (46+),1,5.1,0.2843601895734597,Moderate,1
EMP05470,2010-05-15,38.0,Male,Single,NCR,Vocational,Customer Service,Regular,Night,16.6,33000.0,3.7,Exceeds Expectations,56.0,10,8,5.0,6.1,5.7,4,2,0,2010,Medium,Mid-Career (31-45),0,5.9,0.24096385542168672,Low,3
EMP01441,2020-05-23,58.0,Female,Married,Region III,Bachelor,Operations,Contractual,Morning,11.5,42000.0,4.0,Exceeds Expectations,53.0,9,26,47.0,6.9,5.1,3,1,0,2020,High,Senior (46+),1,6.0,0.2608695652173913,High,3
EMP05977,2019-10-09,55.0,Female,Separated,NCR,Bachelor,Operations,Regular,Morning,22.8,46000.0,3.1,Meets Expectations,41.0,11,17,11.0,5.1,5.7,4,1,0,2019,High,Senior (46+),0,5.4,0.17543859649122806,Moderate,1
EMP02101,2017-10-29,50.0,Male,Single,NCR,Bachelor,Operations,Contractual,Night,10.4,32500.0,2.7,Meets Expectations,41.0,14,31,5.0,1.2,3.2,2,0,1,2017,Medium,Senior (46+),0,2.2,0.1923076923076923,Very High,3
